created,text,tweet_id,coordinates,lat,long,retwc,hashtag,username,usersince,followers,friends,authorid,authorloc,geoenable,source,is_usa_loc
2021-08-09 03:49:46,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424578626041782272,,None,None,135,None,Shaktisinh Zala,2017-08-09 07:29:03,910,1539,895185136760881153,"Sanand Industrial Area, Gujara",False,Twitter for Android,
2021-08-09 03:48:31,b'@ToastKnowing @LilaGraceRose This is not quite an accurate comparison. Forced organ donation would be like forcing\xe2\x80\xa6 https://t.co/XVQkNxUXJf',1424578311490048003,,None,None,0,None,Kray-Z Ivan,2019-08-01 23:09:19,6,80,1157065803361116167,,False,Twitter Web App,
2021-08-09 03:43:43,"b'\xe2\x80\x9cThere are other gender-related inequalities in organ donation, too. One study of 101 urban black patients found th\xe2\x80\xa6 https://t.co/pe428CA2b3'",1424577102192553984,,None,None,0,None,Radfem Black,2018-01-01 00:01:22,11946,8517,947618715448770562,United States,True,Twitter for iPhone,
2021-08-09 03:36:29,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424575283512823808,,None,None,135,None,Akshay Pâtêl™️👑,2016-09-17 09:33:01,23,62,777077890877886464,India,True,Twitter for iPhone,
2021-08-09 03:34:34,"b'""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end t\xe2\x80\xa6 https://t.co/1WJ86ZaZ0G'",1424574799884341249,,None,None,0,None,amar vala,2010-03-19 13:44:10,185,689,124464256,"22.40167,73.11623",True,Twitter for Android,
2021-08-09 03:32:00,"b'RT @Dilip_Deshmukh: \xe0\xaa\x85\xe0\xaa\x82\xe0\xaa\x97\xe0\xaa\xa6\xe0\xaa\xbe\xe0\xaa\xa8 \xe0\xaa\x9c\xe0\xab\x80\xe0\xaa\xb5\xe0\xaa\xa8\xe0\xaa\xa6\xe0\xaa\xbe\xe0\xaa\xa8!\n\xe0\xaa\xa1\xe0\xab\x8b.\xe0\xaa\xa0\xe0\xab\x81\xe0\xaa\xae\xe0\xab\x8d\xe0\xaa\xae\xe0\xaa\xb0\xe0\xaa\xa8\xe0\xab\x81\xe0\xaa\x82 Quote \nDeath can bring life, \nsorrow can turn to hope, and \na terrible loss can become the\xe2\x80\xa6'",1424574155857350657,,None,None,17,None,Vishal Vora,2016-07-14 05:18:02,783,1115,753458512882233345,,False,Twitter for Android,
2021-08-09 03:23:45,b'RT @potts_kc: \xe2\x81\xa6\xe2\x81\xa6@Colts\xe2\x81\xa9 - Briggs is your super fan - has memorized every statistic. He is hanging on to give a kid a chance at life from hi\xe2\x80\xa6',1424572078569803777,,None,None,115,None,alexis,2020-02-04 16:54:45,158,150,1224738030197649409,,False,Twitter for iPhone,
2021-08-09 03:23:09,"b'RT @Dilip_Deshmukh: \xe0\xaa\x85\xe0\xaa\x82\xe0\xaa\x97\xe0\xaa\xa6\xe0\xaa\xbe\xe0\xaa\xa8 \xe0\xaa\x9c\xe0\xab\x80\xe0\xaa\xb5\xe0\xaa\xa8\xe0\xaa\xa6\xe0\xaa\xbe\xe0\xaa\xa8!\n\xe0\xaa\xa1\xe0\xab\x8b.\xe0\xaa\xa0\xe0\xab\x81\xe0\xaa\xae\xe0\xab\x8d\xe0\xaa\xae\xe0\xaa\xb0\xe0\xaa\xa8\xe0\xab\x81\xe0\xaa\x82 Quote \nDeath can bring life, \nsorrow can turn to hope, and \na terrible loss can become the\xe2\x80\xa6'",1424571929235759107,,None,None,17,None,Vishal Upadhyay,2015-12-29 07:55:13,203,257,4671705504,"Bhuj, India",True,Twitter for Android,
2021-08-09 03:18:57,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424570869427236873,,None,None,135,None,Mahadev Naik,2015-05-28 08:03:03,5374,4604,3228668496,"Navsari, India",True,Twitter for iPhone,
2021-08-09 03:18:05,b'RT @potts_kc: \xe2\x81\xa6\xe2\x81\xa6@Colts\xe2\x81\xa9 - Briggs is your super fan - has memorized every statistic. He is hanging on to give a kid a chance at life from hi\xe2\x80\xa6',1424570652166606856,,None,None,115,None,Milton Sargbah,2020-09-01 18:34:18,193,210,1300864472337264641,,False,Twitter for iPhone,
2021-08-09 03:13:17,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424569444274114564,,None,None,135,None,Chetan Parmar #BJP,2020-09-05 06:52:18,294,254,1302137395882553344,"Ahmadabad City, India",False,Twitter for Android,
2021-08-09 03:12:27,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424569235850752002,,None,None,135,None,Parth Shah,2010-05-06 07:06:28,918,674,140725021,Ahmedabad,True,Twitter for Android,
2021-08-09 03:11:39,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424569033983086592,,None,None,135,None,Ashish Patel,2010-05-26 18:57:34,415,396,148454355,india,True,Twitter for Android,
2021-08-09 03:10:01,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424568624266633219,,None,None,135,None,JAIMIN PRAJAPATI,2018-10-22 11:15:36,266,338,1054330424363671553,"Himatnagar, India",True,Twitter for Android,
2021-08-09 03:03:17,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424566929025429508,,None,None,135,None,VIJAYSINH,2021-07-31 06:33:16,52,88,1421358194920620033,,False,Twitter for Android,
2021-08-09 02:58:11,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424565644729724937,,None,None,135,None,Mustafa Patel,2015-05-02 15:11:35,737,407,3182996808,"Ahmadabad City, India",True,Twitter for iPhone,
2021-08-09 02:50:47,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424563784299864077,,None,None,135,None,Mukesh Rathwa,2015-05-29 17:53:09,2905,850,3230032993,"Chhota Udepur, Gujarat",True,Twitter for Android,
2021-08-09 02:44:53,b'RT @DonateLifeToday: Miss documentary The Call? You can stream it on 9Now. This documentary\xc2\xa0brings together the emotional experiences of do\xe2\x80\xa6',1424562298992041992,,None,None,1,None,Belinda MacLeodSmith,2009-02-23 07:27:32,1056,1089,21638216,"Melbourne, Victoria",True,Twitter for iPhone,FL
2021-08-09 02:43:01,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424561829003423744,,None,None,135,None,Rohit Panchal,2020-10-18 14:37:10,270,638,1317837002981560320,,False,Twitter for Android,
2021-08-09 02:42:32,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424561707196698624,,None,None,135,None,Navghan Bharwad Nagaldham,2014-12-13 11:26:21,968,245,2928480985,"Ahmadabad City, India",True,Twitter for Android,
2021-08-09 02:38:39,b'RT @SLUHospital: There are thousands of people on the waiting list to receive an organ donation. That need could be greatly helped if more\xe2\x80\xa6',1424560730162991105,,None,None,7,None,Rohini Prashar,2011-02-25 19:12:11,60,138,257589489,"Bloomfield Township, MI",True,Twitter for iPhone,NJ
2021-08-09 02:36:39,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424560227043717124,,None,None,135,None,Saurin M Patel,2014-06-11 16:47:41,78,256,2601536961,"Anand,Gujarat ",True,Twitter for Android,
2021-08-09 02:34:48,"b'@AndreaR9Md How does Covid impact organ donation? Are tests good enough now to be sure early stage, asymptomatic Co\xe2\x80\xa6 https://t.co/ebtdnzh6MD'",1424559760590901253,,None,None,0,None,K. Web,2012-01-24 19:08:30,2031,2203,473213625,,False,Twitter Web App,
2021-08-09 02:32:22,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424559145894645766,,None,None,135,None,HITESH PATEL,2011-09-13 08:40:49,8496,108,372713417,AHMEDABAD,False,Twitter for iPhone,
2021-08-09 02:25:21,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424557382672154624,,None,None,135,None,Khodaji B Thakor,2021-02-02 15:56:33,66,87,1356632386537218055,,False,Twitter for Android,
2021-08-09 02:16:22,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424555122437148674,,None,None,135,None,सुरपालसिंह राठौड,2018-04-06 07:53:20,5314,2840,982164338545901568,"हुकुम ही हवेली,मोडासा,गुजरात",True,Twitter for Android,
2021-08-09 02:14:48,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424554726671085572,,None,None,135,None,Hardik Shah 🇮🇳,2010-05-12 06:09:18,6182,1016,142962707,Ahmedabad,True,Twitter for iPhone,
2021-08-09 02:09:37,"b""@bagelcytosis They don't like to acknowledge that any country that can ban abortion can also force things like abor\xe2\x80\xa6 https://t.co/JDPiM7ACZ4""",1424553424314638339,,None,None,0,None,Chronically Chels (she/her),2021-03-02 15:09:43,613,1483,1366767623074103296,The Burrow,False,Twitter for Android,
2021-08-09 02:09:36,b'Miss documentary The Call? You can stream it on 9Now. This documentary\xc2\xa0brings together the emotional experiences of\xe2\x80\xa6 https://t.co/xIkZDhSemR',1424553416500654081,,None,None,1,None,DonateLife 💗,2009-05-04 23:48:25,6458,591,37796974,Australia 🇦🇺,True,ContentCal Studio,
2021-08-09 01:58:27,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424550613619134471,,None,None,135,None,Sandippatel,2020-12-30 02:47:49,477,170,1344112872272510976,"Gandhinagar, Gujrat, India",True,Twitter for Android,
2021-08-09 01:54:45,"b""Consent from a patient is needed regardless of\xc2\xa0the procedure, whether it's a physical examination, organ donation\xc2\xa0o\xe2\x80\xa6 https://t.co/WyWvvRpTnt""",1424549679526711301,,None,None,0,None,Joris Bohnson,2021-07-31 00:59:39,1212,854,1421274208848551937,"Wales, United Kingdom",False,Twitter for iPhone,
2021-08-09 01:50:07,b'@JWinterbourne @MikeBlibBlythe Who the fuck is reading that? They look at the photo. And what is it with people on\xe2\x80\xa6 https://t.co/2Jq6y1LRt8',1424548513246064643,,None,None,0,None,♡kelly♡ ☃️,2019-08-03 04:13:29,108,276,1157504738084216833,Scotland.,False,Twitter Web App,
2021-08-09 01:42:05,"b'@ReasonMakes @ddofinternet Yeah, but I\xe2\x80\x99d rather die &amp; have my body used (like organ donation) and not have it go to waist.'",1424546493361446919,,None,None,0,None,sexy orphan🏳️‍🌈 (bday in 41 days),2021-07-27 03:09:34,28,430,1419857437784481793,1 mile away & getting closer.,True,Twitter for iPhone,
2021-08-09 01:31:10,b'RT @potts_kc: \xe2\x81\xa6\xe2\x81\xa6@Colts\xe2\x81\xa9 - Briggs is your super fan - has memorized every statistic. He is hanging on to give a kid a chance at life from hi\xe2\x80\xa6',1424543744343298054,,None,None,115,None,Kelly Leahy,2019-06-13 18:17:48,20,69,1139235435736174592,,False,Twitter for iPhone,
2021-08-09 01:30:37,b'RT @potts_kc: \xe2\x81\xa6\xe2\x81\xa6@Colts\xe2\x81\xa9 - Briggs is your super fan - has memorized every statistic. He is hanging on to give a kid a chance at life from hi\xe2\x80\xa6',1424543606057185282,,None,None,115,None,william carter,2013-06-14 23:19:57,3063,4995,1517850536,N 41°5' 0'' / W 85°8' 0'',False,Twitter for Android,
2021-08-09 01:28:16,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424543017474543620,,None,None,135,None,Mithani Abdulsatar,2017-04-25 13:19:17,171,439,856860164611334144,"BHAVNAGAR, GUJARAT",True,Twitter for Android,
2021-08-09 01:05:01,b'RT @potts_kc: \xe2\x81\xa6\xe2\x81\xa6@Colts\xe2\x81\xa9 - Briggs is your super fan - has memorized every statistic. He is hanging on to give a kid a chance at life from hi\xe2\x80\xa6',1424537164935741440,,None,None,115,None,Richard R. Duff III,2012-09-20 20:53:03,62,183,836343031,,False,Twitter for iPhone,
2021-08-09 00:41:53,"b'RT @Wontevertweet27: UK Study:  6-out-26 Organ Donation Recipients from vaccinated donors had ""major thrombotic or haemorrhagic post-operat\xe2\x80\xa6'",1424531344110063620,,None,None,41,None,Joan Hughes,2018-01-18 22:50:18,805,511,954123814329229313,,False,Twitter Web App,
2021-08-09 00:39:02,b'This cartoon RPG mixes hot dog buns with laughter and the player is automatically signed up for organ donation.',1424530627538399232,,None,None,0,None,StupidVideogames,2013-04-13 01:55:21,5,0,1348144069,,False,"Cheap Bots, Done Quick!",
2021-08-09 00:38:06,b'Organ donation can bring a degree of peace to your family after you pass. It gives so many gifts at once. Check tha\xe2\x80\xa6 https://t.co/ip97My7bxZ',1424530393139613702,,None,None,0,None,Scott,2008-03-12 13:08:48,965,1402,14131945,"Portland, OR",True,Twitter for iPad,OR
2021-08-09 00:21:50,"b'RT @pradipsinhbjp: ""\xe0\xa4\x85\xe0\xa4\x82\xe0\xa4\x97\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xa8""\n\nWith organ donation you can save upto eight lives.\n\nLet us all help everyone need and put an end to the\xe2\x80\xa6'",1424526297284288520,,None,None,135,None,RATHOD VIJAY SINH,2019-09-23 08:02:39,2860,4911,1176044127571472384,Surat Gujrat Bharat ,True,Twitter for Android,
2021-08-09 00:21:27,"b""RT @MontyBoa99: If you ever consider making an organ donation, consider donating a kidney.\n\nSure, it's a sacrifice. \nBut so is someone's li\xe2\x80\xa6""",1424526201318567936,,None,None,2,None,No Victims Party. No Sheep allowed.,2021-01-05 03:46:27,363,930,1346301923947790336,Hotel Cecil. ,False,Twitter for iPhone,
2021-08-09 00:14:49,"b'RT @Wontevertweet27: UK Study:  6-out-26 Organ Donation Recipients from vaccinated donors had ""major thrombotic or haemorrhagic post-operat\xe2\x80\xa6'",1424524532308643842,,None,None,41,None,🇨🇦Fix this Mess,2018-02-18 01:00:54,2331,1917,965028316460797953,"Ontario, Canada",False,Twitter for Android,CA
2021-08-09 00:14:27,b'RT @potts_kc: \xe2\x81\xa6\xe2\x81\xa6@Colts\xe2\x81\xa9 - Briggs is your super fan - has memorized every statistic. He is hanging on to give a kid a chance at life from hi\xe2\x80\xa6',1424524441783083010,,None,None,115,None,Ray Bridges,2009-01-18 18:28:30,781,295,19152608,"Indianapolis, IN",True,Twitter for Android,IN
2021-08-09 00:08:13,"b""If you ever consider making an organ donation, consider donating a kidney.\n\nSure, it's a sacrifice. \nBut so is some\xe2\x80\xa6 https://t.co/o31mTKYCaG""",1424522871318224896,,None,None,2,None,Office of Monty Boa,2017-02-12 21:09:26,32126,12056,830886553123700736,Inside the O.P.'s head,False,Twitter Web App,
2021-08-09 00:01:41,b'RT @potts_kc: \xe2\x81\xa6\xe2\x81\xa6@Colts\xe2\x81\xa9 - Briggs is your super fan - has memorized every statistic. He is hanging on to give a kid a chance at life from hi\xe2\x80\xa6',1424521228677681152,,None,None,115,None,The Legion of Blue,2011-10-19 16:47:51,2454,1291,394142743,Colts Country/Pacers Plains,False,Twitter for iPhone,
2021-08-09 00:00:55,"b'Today, Briggs, my 10 year-old nephew, did his Hero\xe2\x80\x99s Walk. He is saving many lives through the gift of organ donati\xe2\x80\xa6 https://t.co/OzFBUH8MtP'",1424521035265810432,,None,None,1,None,Elizabeth Hermsen,2016-10-11 14:10:08,803,221,785844937736814594,"Omaha, NE",False,Twitter for iPhone,NE
2021-08-08 23:53:51,b'RT @potts_kc: \xe2\x81\xa6\xe2\x81\xa6@Colts\xe2\x81\xa9 - Briggs is your super fan - has memorized every statistic. He is hanging on to give a kid a chance at life from hi\xe2\x80\xa6',1424519255832371207,,None,None,115,None,Stefani Paul,2011-11-22 03:27:33,223,257,418383661,"Ohio, USA",False,Twitter for iPhone,OH
2021-08-08 23:38:35,"b""RT @fiercelyhonest: This is Deneen's youngest son. Sadly, Mom passed away March 17th of this year from a stroke &amp; an aneurysm in her sleep,\xe2\x80\xa6""",1424515411681243145,,None,None,1,None,Larry Miller,2011-11-14 16:40:35,454,1900,412391495,,False,Twitter for iPad,
2021-08-08 23:15:22,b'@sri_ffn @GoodNewsCorres1 that might be more for an organ donation of a deceased person not a live one who knows the patient.',1424509570270081025,,None,None,0,None,Jody with a y. 🇨🇷🌞😷,2008-08-27 20:37:23,945,550,16017195,Earth,False,Twitter Web App,
2021-08-08 23:12:38,"b""This is Deneen's youngest son. Sadly, Mom passed away March 17th of this year from a stroke &amp; an aneurysm in her sl\xe2\x80\xa6 https://t.co/xr3ZA4dI4Q""",1424508882546794497,,None,None,1,None,Ms. Crowley🎵 🇺🇸,2017-06-26 19:02:55,17160,17330,879414690060939265,"Virginia, USA",False,Twitter Web App,VA
2021-08-08 22:56:48,"b""A first reminder of our campaign to celebrate #H50 Alex's birthday by helping to save lives in Hawaii through organ\xe2\x80\xa6 https://t.co/PPUh9f9HVt""",1424504896854835204,,None,None,0,H50,Wendie Burbridge,2009-03-11 06:01:38,5226,3027,23729970,"Honolulu, Hawai‘i",False,Twitter for iPhone,HI
2021-08-08 22:46:45,"b'RT @Dilip_Deshmukh: \xe0\xaa\x85\xe0\xaa\x82\xe0\xaa\x97\xe0\xaa\xa6\xe0\xaa\xbe\xe0\xaa\xa8 \xe0\xaa\x9c\xe0\xab\x80\xe0\xaa\xb5\xe0\xaa\xa8\xe0\xaa\xa6\xe0\xaa\xbe\xe0\xaa\xa8!\n\xe0\xaa\xa1\xe0\xab\x8b.\xe0\xaa\xa0\xe0\xab\x81\xe0\xaa\xae\xe0\xab\x8d\xe0\xaa\xae\xe0\xaa\xb0\xe0\xaa\xa8\xe0\xab\x81\xe0\xaa\x82 Quote \nDeath can bring life, \nsorrow can turn to hope, and \na terrible loss can become the\xe2\x80\xa6'",1424502368285216770,,None,None,17,None,Yogini🇮🇳,2010-05-09 08:31:18,2133,566,141876361,,True,Twitter for iPhone,
2021-08-08 22:42:17,b'RT @Gabbity: @NYB4EVERY1 My mom was huge advocate for organ donation. After she passed we got a bunch of these letters. This one really mea\xe2\x80\xa6',1424501245465747458,,None,None,1,None,NYB4EVERY1,2021-05-25 16:58:04,116,1226,1397235417401995270,,False,Twitter for Android,
2021-08-08 22:41:18,b'@NYB4EVERY1 My mom was huge advocate for organ donation. After she passed we got a bunch of these letters. This one\xe2\x80\xa6 https://t.co/kHBj4P5pXS',1424500999755022341,,None,None,1,None,Gabby Ortiz X Gabriella,2008-12-04 04:54:32,11865,1278,17860430,Philadelphia,True,Twitter for iPhone,PA
2021-08-08 22:29:23,"b""@bonkrzz1018 In the heart transplant community, we call them donorcycle riders. Graphic, but often times, it's just\xe2\x80\xa6 https://t.co/Yz4uIhkwbU""",1424498000059985924,,None,None,0,None,Michelle D 🌵,2013-05-23 20:11:04,666,1641,1452400896,"Arizona, USA",False,Twitter for Android,AZ
2021-08-08 22:23:21,"b""#Organ donation &amp; #Cellular Memory Phenomena-Read 1st #thriller to explore #mystery 'Haunted from Within' https://t.co/dcmRj4fpIb #goodbook""",1424496480115728389,,None,None,0,Organ,Ian Irvine,2013-02-04 14:55:04,96,101,1148221298,,False,Dynamic Tweets,
2021-08-08 22:20:00,b'@KayeSteinsapir Organ donation is a fabulous tribute to a loved one. Your family is extraordinary to do this fir these other people.',1424495636083269633,,None,None,0,None,Linda Mckenna 🇺🇸,2017-02-15 19:27:19,160,367,831948017045536777,"Florida, USA",True,Twitter for iPhone,FL
2021-08-08 22:16:08,b'This makes my heart soar. \xe2\x9c\x9d\xef\xb8\x8f\n\nI pray the people my sister donated to will write my mom one day. She talks about it\xe2\x80\xa6 https://t.co/N7R8ObjSfR',1424494663633932289,,None,None,0,None,Katie Corkern,2009-03-31 16:54:26,1506,965,27910412,"Louisiana, USA",True,Twitter for iPhone,LA
2021-08-08 22:05:15,b'@KayeSteinsapir After viewing this story it\xe2\x80\x99s made me rethink about organ donation. I will now sign up for this as\xe2\x80\xa6 https://t.co/oyVryCLL6k',1424491927492206592,,None,None,0,None,Scotty Mac,2015-01-12 23:34:17,164,106,2977905962,,False,Twitter for iPad,
2021-08-08 22:04:40,"b""RT @EdmundMorley: @janette77161612 @BreakfastNews I haven't gone quite that far I am very hesitate about organ donation thinking that it mi\xe2\x80\xa6""",1424491777415729157,,None,None,1,None,PATIENT67 #IDontBelong .. ☣️☣️LNP☣️☣️ 💉💉🐀🐀🌈🌈,2021-01-30 03:54:36,1423,4997,1355363652451278848,,False,Twitter Web App,
2021-08-08 22:01:07,b'RT @potts_kc: \xe2\x81\xa6\xe2\x81\xa6@Colts\xe2\x81\xa9 - Briggs is your super fan - has memorized every statistic. He is hanging on to give a kid a chance at life from hi\xe2\x80\xa6',1424490885899816960,,None,None,115,None,Elizabeth Hermsen,2016-10-11 14:10:08,803,221,785844937736814594,"Omaha, NE",False,Twitter for iPhone,NE
2021-08-08 22:00:00,b'The Organ and Tissue Authority website houses position statements and rulings from different religious and cultural\xe2\x80\xa6 https://t.co/b3lH9aFXWB',1424490604453634048,,None,None,0,None,CNSA,2012-11-29 03:48:28,1591,875,977537857,Australia,False,Twitter for Advertisers,
